Company,Role,Clean Location,Minimum Experience,Maximum Experience,Skill 1,Skill 2,Skill 3,Skill 4,Skill 5,Skill 6,Skill 7,Skill 8
staffio hr,data scientist,['bangalore'],4,6,unix,data cleansing,machine learning,machine learning,linear regression,data quality,data analysis,reporting tools
britive,principal data scientist,['bangalore'],10,15,it skills,python,data science,machine learning,cloud,devops,aws,principal
datanomist,data-scientist,['hyderabad'],3,6,it skills,java,python,tableau,data science,sql,,
codersarts,data scientist,['noida'],3,7,it skills,python,machine learning,computer vision,deep learning,prototype,neural networks,data analysis
brickred systems,data scientist,['noida'],3,7,it skills,java,python,data science,machine learning,cloud,javascript,data cleansing
larsen & toubro infotech limited,lead data scientist,['pan india'],3,8,unix,automation,linux,machine learning,django,shell scripting,machine learning,scrum
boston consulting group,senior data scientist,"['mumbai', 'chennai', 'new delhi']",1,2,computer science,data analysis,data analysis,sds,data science,artificial intelligence,machine learning,management consulting
bit brothers tech pvt ltd,lead data scientist,['mumbai'],4,6,computer science,statistics,data management,data science,machine learning,data quality,data mining,matlab
bit brothers tech pvt ltd,data scientist level i,['mumbai'],2,4,computer science,c++,operations research,data analysis,machine learning,business intelligence,data mining,data analysis
placeminds consulting pvt. ltd,data scientist,['bangalore'],4,8,machine learning,r,machine learning,statistical modeling,time series,machine learning,deep learning,python
absoluteassist services,data engineer / data scientist - artificial intelligence,['pune'],5,9,docker,etl tools,timeseries data manipulation,ooad,postgresql,artificial intelligence,data science,data management
ibm india pvt. limited,senior data scientist,['mumbai'],7,10,big data,data lake design,data analysis,data science,artificial intelligence,business operations,machine learning,
viaprom analytics,data scientist,['mumbai'],4,6,data science,python,tableau,sql,,,,
execboardinasia,data scientist,['bangalore'],5,10,backend,data analysis,machine learning,algorithm development,data quality,data analysis,business intelligence,open source
talpro,data scientist - sas/ sql/ spss,"['delhi', 'new delhi', 'bangalore']",8,12,it skills,java,testing,product management,r,sas,data science,data management
alphonso inc.,data scientist,['bangalore'],2,7,computer science,deep learning,usage,statistical modeling,machine learning,programming,manager technology,big data
netomi,data scientist ii,['remote'],3,5,computer science,data analysis,artificial intelligence,machine learning,information retrieval,natural language processing,customer service,apache
msg.ai,data scientist ii,['remote'],3,5,computer science,data analysis,artificial intelligence,machine learning,information retrieval,natural language processing,customer service,apache
pyc consultants,"data scientist with product based company @ delhi,ncr",['delhi'],3,6,data science,java,python,data science,artificial intelligence,mysql,machine learning,
dewi,data scientist,['gurgaon'],2,7,hospitality,computer vision,artificial intelligence,machine learning,manager technology,facility management,monitoring,sql
staffio hr,data scientist,['bangalore'],4,6,unix,data cleansing,machine learning,machine learning,linear regression,data quality,data analysis,reporting tools
britive,principal data scientist,['bangalore'],10,15,it skills,python,data science,machine learning,cloud,devops,aws,principal
datanomist,data-scientist,['hyderabad'],3,6,it skills,java,python,tableau,data science,sql,,
codersarts,data scientist,['noida'],3,7,it skills,python,machine learning,computer vision,deep learning,prototype,neural networks,data analysis
brickred systems,data scientist,['noida'],3,7,it skills,java,python,data science,machine learning,cloud,javascript,data cleansing
larsen & toubro infotech limited,lead data scientist,['pan india'],3,8,unix,automation,linux,machine learning,django,shell scripting,machine learning,scrum
boston consulting group,senior data scientist,"['mumbai', 'chennai', 'new delhi']",1,2,computer science,data analysis,data analysis,sds,data science,artificial intelligence,machine learning,management consulting
bit brothers tech pvt ltd,lead data scientist,['mumbai'],4,6,computer science,statistics,data management,data science,machine learning,data quality,data mining,matlab
bit brothers tech pvt ltd,data scientist level i,['mumbai'],2,4,computer science,c++,operations research,data analysis,machine learning,business intelligence,data mining,data analysis
placeminds consulting pvt. ltd,data scientist,['bangalore'],4,8,machine learning,r,machine learning,statistical modeling,time series,machine learning,deep learning,python
absoluteassist services,data engineer / data scientist - artificial intelligence,['pune'],5,9,docker,etl tools,timeseries data manipulation,ooad,postgresql,artificial intelligence,data science,data management
ibm india pvt. limited,senior data scientist,['mumbai'],7,10,big data,data lake design,data analysis,data science,artificial intelligence,business operations,machine learning,
viaprom analytics,data scientist,['mumbai'],4,6,data science,python,tableau,sql,,,,
execboardinasia,data scientist,['bangalore'],5,10,backend,data analysis,machine learning,algorithm development,data quality,data analysis,business intelligence,open source
echoindia,data scientist / analyst - machine learning/deep learning,['delhi'],3,6,neural networks,apache superset,pytorch,pyspark,pandas,python,natural language processing,grafana
rgf professional recruitment,data scientist,['pune'],3,9,computer science,data science,machine learning,hypothesis testing,e-commerce,management,monitoring,python
ghrs training llp,data scientist,['pune'],6,8,spark,sql,hive,python,hadoop,map / reduce,it skills,machine learning
seventh contact hiring solutions,"data scientist (iot) - product based it mnc, bopodi, pune",['pune'],5,10,data science,python,data mining,deep learning,java,team handling,machine learning,image analysis
shell india markets private limited,associate data scientist,"['chennai', 'bangalore']",5,8,data science,vue.js,artificial intelligence,neural networks,keras,machine learning,machine learning,python
quest global engineering services private limited,data scientist,['bangalore'],4,6,lstm,keras,hadoop,cnn,scikit learn,spark,xgboost,presentation
superior group,data scientist ipa,['bangalore'],3,6,computer science,electrical engineering,computer vision,c++,image processing,neural networks,machine learning,big data
ganit business solutions private limited,data scientist/senior data scientist,"['mumbai', 'bangalore', 'pune', 'chennai', 'hyderabad']",4,8,machine learning,manufacturing analytics,python,data science,r,data quality,algorithms,vba
wolters kluwer india pvt ltd,data scientist,['pune'],4,8,it skills,python,machine learning,artificial intelligence,tableau,computer science,machine learning,data analysis
agreeya,data scientist,['pune'],4,6,it skills,python,machine learning,artificial intelligence,power bi,data mining,statistics,sql
prevalent ai india private limited,data scientist,['kochi'],5,9,prototype,data analysis,machine learning,engineering manager,workflow,data mining,big data,data analysis
optum global solutions (india) private limited,data scientist - natural language processing/speech recognition,['gurgaon'],3,6,speech recognition,nlp,speech analytics,artificial intelligence,natural language processing,lemmatization,n-gram modeling,machine learning
marga placements,data scientist / sr data scientist - us based (ai/ml) product company,"['ahmedabad', 'bangalore']",5,10,it skills,data science,pattern recognition,artificial intelligence,natural language processing,mongodb,machine learning,python
isocrates,data scientist,['mysore'],3,7,automation,managed services,data science,neural networks,data analysis,consulting,machine learning,business intelligence
peopletechgroup,data scientist,['hyderabad'],5,10,computer science,system architecture,sas,machine learning,rdbms,machine learning,business intelligence,data mining
institutional shareholder services inc.,data scientist climate,['mumbai'],4,7,mining,data analysis,interpersonal skills,publishing,data management,corporate governance,data science,market intelligence
ecolibrium energy private limited,data scientist,['pune'],4,5,unix,it skills,performance tuning,linux,neural networks,machine learning,forecasting,preventive maintenance
geniateq private limited,data scientist,['pune'],4,6,object detection,machine learning,python,flask,tensorflow,data analysis,data mining,communication skills
cliqhr recruitment services,lead data scientist - sql/r/python,"['bangalore', 'hyderabad']",10,15,it skills,python,data science,machine learning,big data,data science,data analysis,statistical analyst
amnet digital,immediate hiring for data scientist,['hyderabad'],3,6,scala,machine learning,tableau,sql,python,java,r,hadoop
diverse lynx,data scientist,['bangalore'],2,8,it skills,python,data science,machine learning,aws,machine learning,sas,data mining
vast consulting,data scientist - python,['noida'],5,10,it skills,python,data science,machine learning,aws,microsoft azure,machine learning,data science
databricks,sr data scientist-customer success,['bangalore'],3,7,it skills,java,python,testing,cloud,big data,jenkins,gcp
foghorn systems pvt ltd,data scientist,['pune'],3,8,it skills,python,data science,tensorflow,cnn,scipy,lstm,xgboost
